Filled container:
0: It is a flower: name = nkfpqzrdilblq, type = 3
1030: It is a bush: name = takqnv, flowering month = 1
1031: It is a flower: name = bp, type = 3
1032: It is a flower: name = acnoqbnacyzcjcgohf, type = 1
1033: It is a bush: name = iejwfccocxea, flowering month = 7
1034: It is a bush: name = rmwaivr, flowering month = 1
1035: It is a tree: name = kuzmrfemhbct, age = 1730505782
1036: It is a tree: name = otikmb, age = 869700719
1037: It is a bush: name = m, flowering month = 12
1038: It is a tree: name = pmljhszslmlfbftqltn, age = 1143115541
1039: It is a flower: name = sauudxdftcvyxcca, type = 2
1040: It is a tree: name = ckynenvixjqwnotyakuk, age = 2011392193
1041: It is a bush: name = pxtwb, flowering month = 10
1042: It is a flower: name = jve, type = 3
1043: It is a tree: name = b, age = 706785863
1044: It is a flower: name = clpfcrpettjybye, type = 2
1045: It is a bush: name = ycgvxesnmwmlwc, flowering month = 8
1046: It is a flower: name = cf, type = 1
1047: It is a tree: name = kdgqdlcyzbwpmenosn, age = 1892423907
1048: It is a flower: name = rujrczvyvzfvicanrb, type = 3
1049: It is a tree: name = ribevsvhrmmqqukk, age = 2035126375
1050: It is a bush: name = spnugumztjmeapkmta, flowering month = 2
1051: It is a bush: name = gdtndbeyrequxaiovts, flowering month = 9
1052: It is a tree: name = nmxfgpd, age = 1798306298
1053: It is a bush: name = pasyejz, flowering month = 10
1054: It is a flower: name = rugiermnbblvtpgk, type = 2
1055: It is a bush: name = exxok, flowering month = 3
1056: It is a bush: name = cprvyoibngt, flowering month = 4
1057: It is a tree: name = uucymkxjwovvgtyjssc, age = 330750901
1058: It is a bush: name = brynjectv, flowering month = 2
1059: It is a bush: name = ljpvaafnmgv, flowering month = 6
1060: It is a tree: name = wawoebfixjxtexg, age = 213854218
1061: It is a tree: name = zjm, age = 158882272
1062: It is a bush: name = ppvhqsht, flowering month = 1
1063: It is a flower: name = ayojwhzidlanhuejf, type = 1
1064: It is a bush: name = aspwcbcdypvzmfhmwwda, flowering month = 8
1065: It is a flower: name = xt, type = 3
1066: It is a tree: name = xtqhxdywmzgmfvio, age = 281968038
1067: It is a flower: name = mgrhutfpo, type = 2
1068: It is a flower: name = sftxucpxlxbfqlpi, type = 2
1069: It is a tree: name = r, age = 157744385
1070: It is a flower: name = uvhofgdpepgzsw, type = 3
1071: It is a tree: name = frbhipehnt, age = 1541019313
1072: It is a tree: name = vahzgkfaleeixy, age = 1037369419
1073: It is a tree: name = zhwzc, age = 1951925512
1074: It is a bush: name = dnoqkvdbxzilqubwcnvz, flowering month = 6
1075: It is a flower: name = umlbuudusunyqqhsoyx, type = 2
1076: It is a bush: name = jexhvjoifctrobkm, flowering month = 7
1077: It is a tree: name = gmehngzqsknl, age = 1369182294
1078: It is a bush: name = cdcqkgsuqsmtrfgb, flowering month = 6
1079: It is a tree: name = utac, age = 980622353
1080: It is a flower: name = klfpqftjsaogqkduy, type = 1
1081: It is a tree: name = sjfrvbkzht, age = 1279972203
1082: It is a tree: name = bxrienbnvcplmmzlbrv, age = 959280606
1083: It is a bush: name = djwadkzbh, flowering month = 11
1084: It is a flower: name = hsifvum, type = 1
1085: It is a tree: name = tkfdjafbuj, age = 451652682
1086: It is a flower: name = bxn, type = 1
1087: It is a tree: name = wmkycgwn, age = 899464987
1088: It is a tree: name = sukdiquupnan, age = 188025966
1089: It is a bush: name = ujjac, flowering month = 1
1090: It is a tree: name = kbppodt, age = 330532579
1091: It is a tree: name = zqx, age = 1441437098
1092: It is a tree: name = ylgxlyjjllmzv, age = 2021273471
1093: It is a tree: name = kegbvpeqheylnosz, age = 1009689921
1094: It is a tree: name = wplfual, age = 511626525
1095: It is a flower: name = qqgzmoknqzdmucztdrh, type = 2
1096: It is a bush: name = wshxdrtanv, flowering month = 9
1097: It is a tree: name = dqemyuykpmgdnunqr, age = 1737871387
1098: It is a bush: name = eqioqcbnwm, flowering month = 9
1099: It is a bush: name = pdknnqccz, flowering month = 5
1100: It is a tree: name = btnpseuakhuqxyjyhd, age = 1340141671
1101: It is a flower: name = vzhuzzhq, type = 2
1102: It is a bush: name = iykurj, flowering month = 5
1103: It is a flower: name = lkellmhaixpuffwy, type = 1
1104: It is a flower: name = i, type = 1
1105: It is a flower: name = lkyepmrtokxpibwm, type = 3
1106: It is a flower: name = fmhcyesakpscxu, type = 3
1107: It is a flower: name = dtaqfgjsofmvswbq, type = 2
1108: It is a bush: name = socheymqn, flowering month = 6
1109: It is a bush: name = nopxtattzkiiie, flowering month = 7
1110: It is a tree: name = qvrbww, age = 370376817
1111: It is a tree: name = txwqbxtaoiysjay, age = 565448943
1112: It is a flower: name = yuwdktpksq, type = 1
1113: It is a tree: name = razlv, age = 1933590037
1114: It is a flower: name = bfneuvaee, type = 3
1115: It is a flower: name = ebwvrg, type = 2
1116: It is a bush: name = iilmji, flowering month = 7
1117: It is a flower: name = spmpculrfxpsk, type = 1
1118: It is a flower: name = fksbcxhslz, type = 1
1119: It is a tree: name = yfpfkkxnjgl, age = 673563201
1120: It is a bush: name = sqsogturakhszphet, flowering month = 3
1121: It is a tree: name = zgrrxdlju, age = 882207475
1122: It is a flower: name = qtxqxsyblblfuvinkc, type = 2
1123: It is a tree: name = xjdrudzuhcedw, age = 303507746
1124: It is a flower: name = azxyrzmp, type = 1
1125: It is a tree: name = iauojeiswfayvks, age = 173096791
1126: It is a flower: name = e, type = 3
1127: It is a bush: name = mgoqmwrphagxmj, flowering month = 10
1128: It is a bush: name = nufvtitvccsyn, flowering month = 7
1129: It is a bush: name = kbouj, flowering month = 5
1130: It is a bush: name = hekqkhewztoagqgct, flowering month = 3
1131: It is a tree: name = tosiffxobc, age = 96996902
1132: It is a tree: name = rsvirwfnimrvitqoj, age = 407615858
1133: It is a tree: name = ebzbswphnyaik, age = 742368563
1134: It is a flower: name = xblomksqmmfnpymjpyb, type = 1
1135: It is a bush: name = vj, flowering month = 8
1136: It is a bush: name = stgjsujn, flowering month = 12
1137: It is a flower: name = jgygoygpvke, type = 1
1138: It is a bush: name = juxuoewpogfvlirmbis, flowering month = 4
1139: It is a tree: name = nctwhkruvxm, age = 1324280349
1140: It is a tree: name = rxkyygn, age = 553574522
1141: It is a tree: name = tcopmfprrscd, age = 862954785
1142: It is a tree: name = cospqoxbjo, age = 2007028485
1143: It is a bush: name = k, flowering month = 3
1144: It is a flower: name = vcdvruq, type = 1
1145: It is a bush: name = ojzhxxplecztzhkfku, flowering month = 8
1146: It is a flower: name = jt, type = 1
1147: It is a tree: name = znmywz, age = 41297009
1148: It is a flower: name = csmyjwttutkojkvmn, type = 1
1149: It is a bush: name = ze, flowering month = 2
1150: It is a tree: name = izcolstjfmfpzlufc, age = 226125069
1151: It is a tree: name = q, age = 567283521
1152: It is a flower: name = jzzwbtapvrgnjzui, type = 1
1153: It is a flower: name = cihssfdbigdqku, type = 3
1154: It is a tree: name = faatp, age = 520533526
1155: It is a bush: name = leguasszucqygtjypu, flowering month = 5
1156: It is a bush: name = hqzsyijkm, flowering month = 11
1157: It is a flower: name = gjkswpfw, type = 2
1158: It is a bush: name = as, flowering month = 5
1159: It is a flower: name = pxtttgkwxqytvyxc, type = 2
1160: It is a flower: name = uypojpaidluwuutkzwao, type = 2
1161: It is a bush: name = wu, flowering month = 8
1162: It is a tree: name = gjenqa, age = 1663727050
1163: It is a flower: name = cnhtux, type = 1
1164: It is a tree: name = ndooltahpiqb, age = 1158743617
1165: It is a flower: name = eprtmkpqattcofhet, type = 2
1166: It is a bush: name = qvldem, flowering month = 7
1167: It is a bush: name = mtnvpoz, flowering month = 5
1168: It is a bush: name = oqqnxfuffvchythwa, flowering month = 5
1169: It is a tree: name = dvkmmvy, age = 567891442
1170: It is a tree: name = skmgvuuescudslwuojc, age = 1084900418
1171: It is a bush: name = vizjlzrqfsmlzg, flowering month = 4
1172: It is a tree: name = cjw, age = 1698067032
1173: It is a bush: name = ador, flowering month = 4
1174: It is a flower: name = teoapptgnohcrepifm, type = 3
1175: It is a tree: name = fcpwgqwsbiik, age = 85589127
1176: It is a tree: name = yfjeeskcyqilfcdrijx, age = 304611541
1177: It is a flower: name = wxcuyzfhieuso, type = 3
1178: It is a bush: name = hsfsupyagukxfpnimbc, flowering month = 8
1179: It is a flower: name = wgwvfgenjsf, type = 2
1180: It is a bush: name = bubzrojfdqhyjkxhme, flowering month = 3
1181: It is a flower: name = zfs, type = 3
1182: It is a flower: name = cxlkjtooxs, type = 2
1183: It is a bush: name = lmjsavsnaczrmpm, flowering month = 4
1184: It is a bush: name = yzhphseasmcbmfzjt, flowering month = 6
1185: It is a flower: name = bifffunguwbmkju, type = 2
1186: It is a tree: name = xrcjuyp, age = 586334368
1187: It is a tree: name = nsyrbqjsoaey, age = 402897241
1188: It is a bush: name = lbizerz, flowering month = 1
1189: It is a bush: name = ydlaadrekqdh, flowering month = 10
1190: It is a flower: name = pdnhcaaljvehblypecw, type = 3
1191: It is a tree: name = xfygbuth, age = 55377654
1192: It is a flower: name = jnogezbhr, type = 2
1193: It is a tree: name = wyvbqxuzkirekdhg, age = 1387106495
1194: It is a bush: name = jgjvkqzcwq, flowering month = 4
1195: It is a flower: name = xwffotewdxdtxafupqi, type = 1
1196: It is a bush: name = yqvkwp, flowering month = 11
1197: It is a tree: name = gsschbtzqeag, age = 1818352662
1198: It is a tree: name = jcsstdwvgpjavmxrjlk, age = 569567901
1199: It is a flower: name = tucxuwcokoqwjwm, type = 2
1200: It is a flower: name = vbwtxcqy, type = 1
1201: It is a flower: name = oneuswkgbo, type = 2
1202: It is a bush: name = kqabypwvzazx, flowering month = 9
1203: It is a bush: name = xzsgyzflwnlul, flowering month = 5
1204: It is a tree: name = zgmcpgoobcx, age = 491262212
1205: It is a tree: name = oxxx, age = 275219405
1206: It is a tree: name = eloyflwxvw, age = 1979563161
1207: It is a tree: name = eyoxtrkox, age = 1621895374
1208: It is a bush: name = ivpkw, flowering month = 12
1209: It is a tree: name = wntxemkjmnghofnxa, age = 448330115
1210: It is a bush: name = zolmtoennlum, flowering month = 8
1211: It is a bush: name = r, flowering month = 2
1212: It is a bush: name = vmfa, flowering month = 5
1213: It is a bush: name = esxhkcadg, flowering month = 6
1214: It is a tree: name = jznbshfwrrncoltfal, age = 963071225
1215: It is a flower: name = jrfzurbdo, type = 3
1216: It is a flower: name = upmmvoong, type = 2
1217: It is a flower: name = fjlnggbvwntckownag, type = 1
1218: It is a tree: name = bvic, age = 1098613191
1219: It is a flower: name = vhlugsdtlxd, type = 3
1220: It is a flower: name = pacndqxhhtzredixij, type = 3
1221: It is a bush: name = bflmch, flowering month = 8
1222: It is a bush: name = gcc, flowering month = 6
1223: It is a bush: name = mjcktvpbgqvvmuhapiq, flowering month = 2
1224: It is a tree: name = df, age = 1125579882
1225: It is a tree: name = unaskssstcysx, age = 1577596044
1226: It is a bush: name = e, flowering month = 11
1227: It is a flower: name = obpkhubckml, type = 3
1228: It is a flower: name = btykswivuvdappxtqwmx, type = 1
1229: It is a flower: name = ytzftlxquevwalwmvhdz, type = 1
1230: It is a flower: name = teiwavdltbvqzox, type = 1
1231: It is a bush: name = qlpcnqaxuueopipjxoj, flowering month = 2
1232: It is a tree: name = vkwdhafcmww, age = 341235803
1233: It is a bush: name = vxbvkrqawtpgtldcvfl, flowering month = 5
1234: It is a bush: name = mjifvkybtdzjlvhxcjrr, flowering month = 10
1235: It is a bush: name = pejfxjgjpu, flowering month = 1
1236: It is a bush: name = gxgsgpkevl, flowering month = 7
1237: It is a bush: name = wdaztoxmv, flowering month = 8
1238: It is a bush: name = woncl, flowering month = 11
1239: It is a tree: name = dxxi, age = 1927542584
1240: It is a flower: name = fsbiegckl, type = 2
1241: It is a bush: name = gorgrxe, flowering month = 10
1242: It is a flower: name = spzxvuiccqrehvxid, type = 1
1243: It is a bush: name = xilubkmdanfwcnzghpxu, flowering month = 6
1244: It is a flower: name = frnbwodxf, type = 1
1245: It is a tree: name = plbwainiupcpkmbtllw, age = 192305288
1246: It is a flower: name = bkhlbrdebxwgx, type = 1
1247: It is a tree: name = crypcnycpotsvksi, age = 294102751
1248: It is a flower: name = tmfumslzjzdcx, type = 1
1249: It is a bush: name = fpzxyfmsewalid, flowering month = 4
1250: It is a tree: name = rcakymeebioqivqp, age = 254035484
1251: It is a flower: name = hzsklhsevmro, type = 2
1252: It is a flower: name = wkfzeivyutnwytvitfw, type = 3
1253: It is a bush: name = mglfwdgfzqlba, flowering month = 9
1254: It is a tree: name = jeiqevoxhkwocfvddsc, age = 1401696986
1255: It is a tree: name = ujvabcfd, age = 1841718265
1256: It is a bush: name = cujthdszhsbufj, flowering month = 7
1257: It is a bush: name = eghiexdgh, flowering month = 12
1258: It is a tree: name = vptdckdn, age = 1785556490
1259: It is a tree: name = vyvuvggnljjysupwuzd, age = 1539712890
1260: It is a tree: name = nhgnqbmn, age = 646567893
1261: It is a flower: name = joqw, type = 2
1262: It is a bush: name = djrjhutfwmu, flowering month = 11
1263: It is a tree: name = xklonjfr, age = 2021210338
1264: It is a tree: name = suusuguyienfvxmrffb, age = 1959369750
1265: It is a tree: name = yvcdjjtctqzedkxvanmr, age = 825243118
1266: It is a tree: name = oybcuilxmhlfzurovd, age = 1892514747
1267: It is a tree: name = cxnyqnogppfzpjclw, age = 263767016
1268: It is a bush: name = ewsrtdngdvkkidie, flowering month = 6
1269: It is a bush: name = pretfa, flowering month = 9
1270: It is a bush: name = zckiglndbn, flowering month = 9
1271: It is a tree: name = iygqdhrqwyblcmeewwqy, age = 1208855808
1272: It is a bush: name = jpdnomkfplaxodquf, flowering month = 2
1273: It is a bush: name = grahqcfmttgynnbpdqs, flowering month = 2
1274: It is a tree: name = pawxgocjffesxoqpgug, age = 1265918106
1275: It is a bush: name = ryrnatcynqrkr, flowering month = 5
1276: It is a tree: name = jxlo, age = 950076883
1277: It is a tree: name = doghg, age = 719705439
1278: It is a tree: name = rloxzxaaqb, age = 1462804031
1279: It is a tree: name = iaoedh, age = 584554172
1280: It is a tree: name = rpkciyaumc, age = 1447776987
1281: It is a bush: name = yniqn, flowering month = 9
1282: It is a flower: name = pfebyuxlaeklfrk, type = 3
1283: It is a tree: name = fmeoyehwug, age = 471199704
1284: It is a tree: name = aexkphmfonregdewo, age = 462029852
1285: It is a bush: name = ngntq, flowering month = 11
1286: It is a flower: name = nhlfacnlqfqd, type = 3
1287: It is a bush: name = eqrycmvnihdjfphhq, flowering month = 8
1288: It is a tree: name = eeywnltwrdlzjdgur, age = 1576785622
1289: It is a bush: name = dirtdpw, flowering month = 5
1290: It is a tree: name = zqc, age = 530777443
1291: It is a bush: name = bpowuvuvbkvgdivajd, flowering month = 6
1292: It is a tree: name = juinjgqmuojxvqknnffw, age = 2101596722
1293: It is a flower: name = q, type = 2
1294: It is a bush: name = yyp, flowering month = 12
1295: It is a bush: name = dlzelbeddteaqh, flowering month = 2
1296: It is a flower: name = uckcrzogwqztv, type = 3
1297: It is a bush: name = uyitaoof, flowering month = 6
1298: It is a bush: name = c, flowering month = 12
1299: It is a tree: name = ebagllqb, age = 247804552
1300: It is a flower: name = cngohfwu, type = 1
1301: It is a bush: name = lhmcnrfatgswxrbwzee, flowering month = 6
1302: It is a tree: name = cskamoxcve, age = 1925349403
1303: It is a bush: name = rccgm, flowering month = 2
1304: It is a tree: name = uggpdgoqcrtdhgrow, age = 954563514
1305: It is a tree: name = iuigd, age = 109848715
1306: It is a bush: name = tcbbrmvywbkaewoi, flowering month = 1
1307: It is a flower: name = zxptjy, type = 2
1308: It is a flower: name = oldtmtemqzbwcm, type = 2
1309: It is a tree: name = wjm, age = 267867668
1310: It is a flower: name = b, type = 2
1311: It is a bush: name = mobwdin, flowering month = 7
1312: It is a tree: name = eoseohtaefj, age = 1740884007
1313: It is a tree: name = eqevdepzmgn, age = 1790192025
1314: It is a tree: name = tu, age = 124139512
1315: It is a flower: name = dhbn, type = 1
1316: It is a bush: name = xksrxgj, flowering month = 2
1317: It is a flower: name = jqvhr, type = 1
1318: It is a bush: name = teazrbzafiiywebsv, flowering month = 3
1319: It is a bush: name = srvdmf, flowering month = 5
1320: It is a bush: name = rdazppkhopmstcpggc, flowering month = 11
1321: It is a flower: name = yaukrcvnghmklqw, type = 2
1322: It is a tree: name = dxxcrojfy, age = 1644116808
1323: It is a flower: name = mwpts, type = 3
1324: It is a tree: name = tfoqakxjotxtw, age = 239207249
1325: It is a tree: name = zgrjtj, age = 1515228839
1326: It is a flower: name = zywnh, type = 3
1327: It is a bush: name = na, flowering month = 2
1328: It is a tree: name = ndpoapq, age = 480591177
1329: It is a flower: name = zh, type = 2
1330: It is a tree: name = qtjwrfflpxeoxs, age = 282430877
1331: It is a bush: name = tzrwvygxsbumbi, flowering month = 12
1332: It is a tree: name = vggps, age = 345392625
1333: It is a bush: name = sxzemlzrqddtmht, flowering month = 3
1334: It is a bush: name = oxfgzojjqszrijrnp, flowering month = 4
1335: It is a bush: name = vztpiaqn, flowering month = 8
1336: It is a tree: name = hmrmgczacsf, age = 1314565361
1337: It is a tree: name = tommvjcgfpawqpgcxjk, age = 2118051211
1338: It is a tree: name = estpknzcxaanjpet, age = 435503432
1339: It is a flower: name = tbrkyrxvgrmouhwzd, type = 1
1340: It is a flower: name = gjugvnhaytwqo, type = 1
1341: It is a tree: name = e, age = 126849025
1342: It is a tree: name = patlzemjj, age = 896306936
1343: It is a flower: name = xopf, type = 1
1344: It is a tree: name = kwgakeexbscnh, age = 689209991
1345: It is a tree: name = decwcg, age = 1122638506
1346: It is a flower: name = bnpkc, type = 2
1347: It is a bush: name = ymwagdkimupusjypnt, flowering month = 9
1348: It is a tree: name = ndfadmfqoongkpcebbl, age = 1198182877
1349: It is a tree: name = lawwdcqiugfdhgrg, age = 163718454
1350: It is a flower: name = mnwmeqrj, type = 1
1351: It is a flower: name = onqdoqbslvhynd, type = 1
1352: It is a flower: name = me, type = 1
1353: It is a bush: name = zocxztlu, flowering month = 9
1354: It is a tree: name = p, age = 1398562879
1355: It is a bush: name = hiqhoqolwjh, flowering month = 1
1356: It is a tree: name = rkjyuxik, age = 1423468328
1357: It is a bush: name = ikss, flowering month = 10
1358: It is a flower: name = ckmjaexwcuggcx, type = 2
1359: It is a tree: name = mpwnjlwxpxervia, age = 1521387219
1360: It is a bush: name = mgowlzwsioagaygsuo, flowering month = 1
1361: It is a bush: name = lnytlzucwdfi, flowering month = 5
1362: It is a flower: name = ejdauwhbunoxucn, type = 2
1363: It is a bush: name = oeoforucuwvqp, flowering month = 8
1364: It is a bush: name = srbmkiuvzd, flowering month = 12
1365: It is a tree: name = zmyggwco, age = 420168252
1366: It is a flower: name = bkxedmgwg, type = 3
1367: It is a flower: name = mrmpzby, type = 1
1368: It is a flower: name = rlsrseqjwazghuudlup, type = 1
1369: It is a tree: name = zjqqkul, age = 2098036980
1370: It is a flower: name = qxeu, type = 2
1371: It is a bush: name = n, flowering month = 7
1372: It is a bush: name = thomglly, flowering month = 9
1373: It is a bush: name = emgsnfqptlmsyassnv, flowering month = 9
1374: It is a flower: name = ywvqltilejmxydkjyf, type = 1
1375: It is a flower: name = gvdcwqarakvdoaajfyzy, type = 1
1376: It is a flower: name = ehomiphqqmkpmf, type = 1
1377: It is a flower: name = ljtnnllor, type = 1
1378: It is a tree: name = oiprszjjyn, age = 2002564362
1379: It is a tree: name = wtrgnavn, age = 372640091
1380: It is a tree: name = bsmngqcjaecuoxjhnp, age = 818567010
1381: It is a flower: name = kmgylbykknsuvewyedq, type = 1
1382: It is a tree: name = vedkx, age = 1506431814
1383: It is a bush: name = bwivvshdwbqt, flowering month = 5
1384: It is a bush: name = pmgmsmytiotzzpbys, flowering month = 4
1385: It is a tree: name = nutomstdwijipjipbe, age = 1226651299
1386: It is a tree: name = qk, age = 504056010
1387: It is a tree: name = baigvpophtyqjfqyyftl, age = 85829974
1388: It is a tree: name = arpqtrjvtr, age = 116536468
1389: It is a bush: name = anrfxoxsibomnfbslypr, flowering month = 3
1390: It is a tree: name = hlkcgwexlegjmcp, age = 1692439830
1391: It is a bush: name = z, flowering month = 2
1392: It is a tree: name = aclskfejmnhgqpu, age = 1392298780
1393: It is a tree: name = xkxbeixrcnubrtaavgzp, age = 416054449
1394: It is a bush: name = c, flowering month = 3
1395: It is a flower: name = ye, type = 1
1396: It is a bush: name = speizglekteamnflk, flowering month = 3
1397: It is a bush: name = pntwywwnccup, flowering month = 2
1398: It is a bush: name = jgvihjsr, flowering month = 8
1399: It is a tree: name = xoyrnkcrxagqvjuje, age = 198138982
1400: It is a bush: name = fqc, flowering month = 10
1401: It is a bush: name = qkaxghhyktnzyg, flowering month = 11
1402: It is a flower: name = hrxtnjddf, type = 1
1403: It is a flower: name = uoisxoynixjhgtcgcbk, type = 1
1404: It is a bush: name = p, flowering month = 5
1405: It is a flower: name = uxjpnyllibzwei, type = 1
1406: It is a flower: name = hsntqdvaunsydijaptrc, type = 1
1407: It is a bush: name = mewc, flowering month = 4
1408: It is a tree: name = nrnnnykn, age = 568386491
1409: It is a flower: name = pgcnqvufdgnqdprtxwsq, type = 1
1410: It is a flower: name = cuyuwujjqkn, type = 3
1411: It is a flower: name = yqdknjzypfrv, type = 3
1412: It is a bush: name = fmmuqndo, flowering month = 10
1413: It is a tree: name = rjye, age = 1485749512
1414: It is a bush: name = ocbtp, flowering month = 5
1415: It is a tree: name = hhbnwswuvylqzm, age = 882623680
1416: It is a tree: name = rwsezlttrmizpipxnb, age = 1029035080
1417: It is a bush: name = zwndqwcpimpgdx, flowering month = 10
1418: It is a flower: name = s, type = 1
1419: It is a flower: name = mgambyyggep, type = 2
1420: It is a tree: name = rxottqxiejiueekegn, age = 1331776359
1421: It is a flower: name = gqxupozxzfjrgxmuwimo, type = 1
1422: It is a flower: name = djbcdauoisudiswoyjq, type = 3
1423: It is a bush: name = gkniypctdpdtgby, flowering month = 2
1424: It is a tree: name = dbpafouau, age = 1801402231
1425: It is a tree: name = kmhxhnhkyfemqrwmiec, age = 461825852
1426: It is a bush: name = spzloehq, flowering month = 12
1427: It is a tree: name = xylc, age = 312515129
1428: It is a bush: name = myethczbu, flowering month = 3
1429: It is a bush: name = fuodhpyqckms, flowering month = 11
1430: It is a tree: name = rchjwzakqp, age = 1188384947
1431: It is a tree: name = gwgpfkpm, age = 588691699
1432: It is a flower: name = obswgqldmc, type = 1
1433: It is a bush: name = wz, flowering month = 10
1434: It is a bush: name = e, flowering month = 6
1435: It is a bush: name = zcmacdpnndkpljrzj, flowering month = 11
1436: It is a flower: name = c, type = 1
1437: It is a bush: name = sbukg, flowering month = 6
1438: It is a bush: name = snmh, flowering month = 9
1439: It is a tree: name = aoskanivgrcsygmww, age = 157356680
1440: It is a tree: name = ifztxivabibkbwmwtnta, age = 960548575
1441: It is a flower: name = n, type = 2
1442: It is a bush: name = qcerccluhudfa, flowering month = 7
1443: It is a flower: name = wlibjuduymxpd, type = 2
1444: It is a flower: name = cnqvphwiyaw, type = 3
1445: It is a tree: name = pkimdguhuqrwrvdh, age = 480662352
1446: It is a bush: name = uoy, flowering month = 3
1447: It is a tree: name = ylgypsb, age = 1525303528
1448: It is a bush: name = bzdqkqyxtzdsxl, flowering month = 10
1449: It is a flower: name = zbomnwqlpcyfywsoqorl, type = 2
1450: It is a tree: name = bbwoslatoh, age = 267671679
1451: It is a tree: name = seqoqlbezg, age = 146920984
1452: It is a bush: name = zkzmhndr, flowering month = 12
1453: It is a flower: name = kikigmkrtvwtyzsjh, type = 3
1454: It is a flower: name = lhtjjpsvapoqdsbhk, type = 3
1455: It is a tree: name = hkpdh, age = 1610001554
1456: It is a tree: name = pnniqoht, age = 417486144
1457: It is a flower: name = khckmodevtmwvvkc, type = 3
1458: It is a tree: name = gwqtjgmuvlgypuxrqhhr, age = 1339647383
1459: It is a bush: name = jbirtcmhnyp, flowering month = 12
1460: It is a bush: name = odokyrerclvsy, flowering month = 12
1461: It is a tree: name = pltnyfxq, age = 1931708966
1462: It is a bush: name = sltutbdiatyskc, flowering month = 2
1463: It is a flower: name = uuompbwgdpgqnb, type = 3
1464: It is a flower: name = knjwvuxjtfdpjy, type = 2
1465: It is a tree: name = rilvgshnuuribnbqfqy, age = 1366363659
1466: It is a bush: name = ttboas, flowering month = 3
1467: It is a tree: name = epwkmxqxlbpyxmmwyyn, age = 852285022
1468: It is a flower: name = pmqzenolmfztvdwvopql, type = 3
1469: It is a flower: name = zlwmkju, type = 3
1470: It is a flower: name = ztgeupvpvqsjm, type = 1
1471: It is a bush: name = jw, flowering month = 9
1472: It is a bush: name = dyycfqmug, flowering month = 2
1473: It is a tree: name = mncdulsvvhx, age = 2115731404
1474: It is a tree: name = gfl, age = 129435827
1475: It is a flower: name = nxinaydterlijxplfjbg, type = 3
1476: It is a flower: name = fsbvxvsiqnxedj, type = 2
1477: It is a flower: name = fddmsequy, type = 1
1478: It is a bush: name = ydanghvogmhozfuzmwvh, flowering month = 8
1479: It is a tree: name = jnuojyqqovykyqiw, age = 697446174
1480: It is a tree: name = omqabqppcvojiziiynkp, age = 924797206
1481: It is a tree: name = vg, age = 1913638750
1482: It is a flower: name = edbexoqoks, type = 1
1483: It is a tree: name = vpwlkkwmuel, age = 1717461807
1484: It is a tree: name = zdfmfeubiyxk, age = 946577145
1485: It is a bush: name = qgfrtmkxzkf, flowering month = 1
1486: It is a bush: name = omijoy, flowering month = 8
1487: It is a flower: name = wmxnnpdkpqhtai, type = 3
1488: It is a tree: name = dpywagrzhqlcaxmevhns, age = 1816373798
1489: It is a flower: name = xueskhhekgshszkkaz, type = 3
1490: It is a flower: name = ivwtbixdqzcbshalfsdk, type = 2
1491: It is a bush: name = ldtouqp, flowering month = 8
1492: It is a flower: name = vjjy, type = 3
1493: It is a bush: name = ojegldxztlxf, flowering month = 9
1494: It is a flower: name = jxtwrsiufsllahkncaz, type = 3
1495: It is a flower: name = jwkyf, type = 3
1496: It is a flower: name = elubp, type = 1
1497: It is a bush: name = ounouva, flowering month = 8
1498: It is a tree: name = kgyxnpoedifpcmxmxfbm, age = 704928602
1499: It is a flower: name = piaexyjosgktpirskkt, type = 2
1500: It is a flower: name = rrtrufacbjww, type = 1
1501: It is a flower: name = gw, type = 3
1502: It is a flower: name = gtkyigikfabvl, type = 2
1503: It is a flower: name = o, type = 1
1504: It is a tree: name = pnermtzbeogvjtsbf, age = 1535870412
1505: It is a flower: name = lgkveftpykdg, type = 3
1506: It is a flower: name = ivodtxaigqw, type = 3
1507: It is a tree: name = mfqsydnskzhyycummldf, age = 470024269
1508: It is a flower: name = zbrwuyzfiyqjmrrpww, type = 1
1509: It is a tree: name = ilmnn, age = 1368342145
1510: It is a flower: name = ovvvlpi, type = 1
1511: It is a bush: name = pktsmu, flowering month = 7
1512: It is a tree: name = czlqkviuasapzabkjwo, age = 944515487
1513: It is a flower: name = c, type = 1
1514: It is a tree: name = yruliptfkbo, age = 1905551836
1515: It is a flower: name = fuspmppdwimpsiywab, type = 2
1516: It is a flower: name = zbxerhikwd, type = 3
1517: It is a flower: name = meptximbhcarwdu, type = 2
1518: It is a flower: name = gccvqhfxiaejhil, type = 1
1519: It is a bush: name = ddxntythkyxsfvl, flowering month = 11
1520: It is a tree: name = xsjnsmtkzh, age = 2083708293
1521: It is a tree: name = mkrj, age = 1282015093
1522: It is a flower: name = piidjcvcwlg, type = 3
1523: It is a bush: name = ydkcwjqzawnk, flowering month = 6
1524: It is a bush: name = wxejcvfmii, flowering month = 12
1525: It is a tree: name = rfcenxvaxcokz, age = 2024185012
1526: It is a tree: name = rhsngetmvuaw, age = 322173505
1527: It is a flower: name = d, type = 3
1528: It is a flower: name = gldqicbcdtqtvwjd, type = 1
1529: It is a tree: name = lldhmofqowmxdvdox, age = 2077299242
1530: It is a flower: name = aiwpzmvmsdkxyglw, type = 3
