Filled container:
0: It is a tree: name = oxtbdmtmngljzyzxskly, age = 663250620
1578: It is a tree: name = wavdulqavsyhlqkwtyqu, age = 435066749
1579: It is a bush: name = rxtpccpcijbpeicksrlz, flowering month = 6
1580: It is a flower: name = kwawbfvvpshloqikevwi, type = 1
1581: It is a bush: name = dzksiqhjcgjrpbvgpses, flowering month = 5
1582: It is a bush: name = jjkhtoraimriftoenymw, flowering month = 10
1583: It is a tree: name = wuuxxyttqgrmwgzgtmxj, age = 99744510
1584: It is a bush: name = bhjwmkbspofracwzdwrw, flowering month = 2
1585: It is a bush: name = cdupfjqefrztvawbeauf, flowering month = 4
1586: It is a bush: name = jtrmadciqlletpykkjka, flowering month = 5
1587: It is a tree: name = qltvsqwevxfgawsplyzx, age = 402657763
1588: It is a bush: name = ksrhbpxpxwcfjjkbuqnw, flowering month = 8
1589: It is a tree: name = eddhorrxdczdwjhrnrrz, age = 667489053
1590: It is a bush: name = okxhffxxhjduhypehvrk, flowering month = 1
1591: It is a flower: name = wmixmlotwcidnzqnacci, type = 1
1592: It is a bush: name = pwvminknbgbqohldchzp, flowering month = 4
1593: It is a tree: name = bwflgrndbpjzlwipbknr, age = 1857737468
1594: It is a tree: name = spiaozlsoneqmlkiyirr, age = 608274326
1595: It is a tree: name = hipbmrcladfkpomciirl, age = 1222096255
1596: It is a tree: name = grhsegtwflxfeszpdufd, age = 41428452
1597: It is a bush: name = amlyvttgwqoaedvgtlol, flowering month = 2
1598: It is a flower: name = yylyekyvhboptttfuznm, type = 3
1599: It is a tree: name = hmcpknessfuuvkjnekbn, age = 1910402125
1600: It is a tree: name = tjwctufgfwendlvvzsow, age = 807532494
1601: It is a bush: name = pnjvczehzjdmfbnfvcwn, flowering month = 10
1602: It is a flower: name = stvyppujprtxlrlvrjei, type = 1
1603: It is a tree: name = utivabkrhrqgaptdcxit, age = 2057582989
1604: It is a tree: name = hvkkrouwufmwweepwwur, age = 127685330
1605: It is a flower: name = uwgnrtnokeuqtgdslgad, type = 2
1606: It is a bush: name = ofctrfnountrpwqsieef, flowering month = 6
1607: It is a bush: name = olmbdzovwnwdmephejlc, flowering month = 12
1608: It is a tree: name = rhweahypmptkehlosdmh, age = 206450694
1609: It is a tree: name = xsstcvneqlhdqidqvkeg, age = 1921486857
1610: It is a flower: name = mgkbahwkruhzermfbxyl, type = 3
1611: It is a tree: name = ekzrasgqziyfncfwrypl, age = 2099955579
1612: It is a tree: name = tnmedkqsopkpfjrxzkyw, age = 1572647828
1613: It is a flower: name = hbjjkdubiznvlxxfvbyl, type = 3
1614: It is a tree: name = xesbzbikybaglrlflgbf, age = 1874381711
1615: It is a flower: name = jrotuowcgekyokpsumsd, type = 3
1616: It is a bush: name = clyfdmfzpphrdteewohl, flowering month = 12
1617: It is a flower: name = hohrdkuujroocewfxunk, type = 3
1618: It is a bush: name = vmsnbhwzpgfrjxjaxily, flowering month = 1
1619: It is a tree: name = kdhuitohnblplacpomdj, age = 1466978333
1620: It is a flower: name = ypbtbkrhdfhohsfbdqmb, type = 3
1621: It is a flower: name = lczpqdgpikgkaprvtkap, type = 1
1622: It is a tree: name = dyknjakjvfyjtdsmrquu, age = 552818284
1623: It is a flower: name = dedbopyasslczsgzudfv, type = 1
1624: It is a flower: name = ymmkihgsxcyjgwqbtavh, type = 3
1625: It is a tree: name = gwjkjqlfmkjrflhxulrx, age = 1299715398
1626: It is a bush: name = ywmjiugzfxchdprnipgm, flowering month = 5
1627: It is a tree: name = ntuyfqpkdnwubuvqelis, age = 461401135
1628: It is a tree: name = nxiibhiqlidghhhedpxf, age = 702912466
1629: It is a bush: name = vovqgrkkhnhkpoglrklo, flowering month = 11
1630: It is a flower: name = jtludvbizemjwijjmfpw, type = 1
1631: It is a tree: name = nxvgfucadlnqibairjyw, age = 1696535341
1632: It is a tree: name = arpgklcgxsldouvugypf, age = 1935383593
1633: It is a flower: name = nkrnftiyisoirjpwiqew, type = 3
1634: It is a flower: name = sgofqvzzujsmstrxhqao, type = 2
1635: It is a tree: name = aitqldjvcttiytugatqp, age = 903525474
1636: It is a tree: name = nqldipxppecpgoasdjut, age = 1576889218
1637: It is a flower: name = kteuwddxllkuigfgzlaq, type = 3
1638: It is a flower: name = fxiafmitcslouzrtleau, type = 2
1639: It is a tree: name = vxkegtvxvwpaefghkyix, age = 245376251
1640: It is a flower: name = ksjqlmjoqxrpwvfwrmng, type = 1
1641: It is a tree: name = rtlzmlyfddlyjlqdkzlh, age = 7889164
1642: It is a bush: name = gemkcfipxshkksguekhn, flowering month = 10
1643: It is a bush: name = ycoxrfpnvhwhtffdfwrr, flowering month = 9
1644: It is a tree: name = ohwgqllakcpoleevacsy, age = 632948258
1645: It is a bush: name = rfhdbtijohwiitkquuwp, flowering month = 4
1646: It is a tree: name = tuzjpbtxnrxzbyhmgnyu, age = 1843361152
1647: It is a flower: name = dvkqauopegtpdaxhxcjt, type = 2
1648: It is a flower: name = gnudgcdxbdeomefggalg, type = 2
1649: It is a flower: name = jdkexqlkqgoosnxlxrha, type = 1
1650: It is a tree: name = qtzkajeezkbvlazmqgkj, age = 61912283
1651: It is a flower: name = tehlcrnpvzdpnymzpvwj, type = 3
1652: It is a tree: name = enneatasmvjowzhvphie, age = 595373370
1653: It is a flower: name = nixltlsajabhrydbjjdc, type = 1
1654: It is a flower: name = itisquajvalhiwtbeedf, type = 2
1655: It is a flower: name = eoioaombonyaleevooqw, type = 2
1656: It is a tree: name = ulelyeoprtrjlzsxourt, age = 1652520718
1657: It is a bush: name = sssbqsvzpuzqdhfaofup, flowering month = 10
1658: It is a flower: name = hhzragcteuqxbortkztp, type = 3
1659: It is a flower: name = ecmnjmwbbfpzuuakfiip, type = 2
1660: It is a bush: name = wubmqxrpkuibcwkrwfns, flowering month = 9
1661: It is a bush: name = fsaoyxnuspuaapnypfpl, flowering month = 6
1662: It is a bush: name = hlqzofajifledhqsgriw, flowering month = 11
1663: It is a flower: name = ljnnscrbyiwfaardtvjb, type = 3
1664: It is a bush: name = uxwpmjqmswjovwhjquzg, flowering month = 10
1665: It is a flower: name = tonufpmjngfucsrcuxxi, type = 1
1666: It is a flower: name = cqtzzhxfwmhzpmbnbelm, type = 2
1667: It is a flower: name = vthsavkbhmhqfxsxxtzv, type = 1
1668: It is a tree: name = leujlwghrgdmhybyuzmp, age = 259850895
1669: It is a tree: name = dtvorzwzxjcfigfhbvgn, age = 120583681
1670: It is a bush: name = jqizwsynnuygrwzjuezr, flowering month = 11
1671: It is a flower: name = ezlzgflbaeaelpwpjqjp, type = 1
1672: It is a flower: name = dpfbkajsefdsctirnawi, type = 3
1673: It is a tree: name = ejqochpijkrlxcnbunhy, age = 877470499
1674: It is a tree: name = eqhjmiydriuedehwtfcn, age = 1261129952
1675: It is a bush: name = fykgxcmnyuprdzoiggon, flowering month = 6
1676: It is a flower: name = wwvdcbddfqbhzcwtavde, type = 3
1677: It is a bush: name = bmgwvbvepgulfuzmchvf, flowering month = 6
1678: It is a bush: name = dvqskxosqcadglmpmjtq, flowering month = 10
1679: It is a flower: name = ydiekwebeuvzqpxivtdq, type = 2
1680: It is a flower: name = tbxdwwuqaqqyxfevylxb, type = 2
1681: It is a flower: name = virjayuinrypuqlchgsa, type = 1
1682: It is a bush: name = tsieruozxeojxtwcerdi, flowering month = 1
1683: It is a flower: name = cjanrakxvyxamwsdvejl, type = 2
1684: It is a bush: name = zsrzcmgesustuyyvjytv, flowering month = 6
1685: It is a bush: name = laalvpmaasrovkgxbmef, flowering month = 5
1686: It is a flower: name = dtfrubndecwghdzpxibg, type = 2
1687: It is a flower: name = jrbhskqhfqsawlxbiejl, type = 1
1688: It is a tree: name = vksscmvjfvuhfjgjgqiq, age = 144414953
1689: It is a tree: name = ytvzpopwvcutknwddccg, age = 1056916102
1690: It is a bush: name = dcscaocjernsoyxpjmfj, flowering month = 6
1691: It is a bush: name = vqworlxytxnwrqsrbsch, flowering month = 10
1692: It is a tree: name = migmmxhobxrznqcsjqnl, age = 89725713
1693: It is a tree: name = rnorgfifcckffmtkxdnu, age = 303409134
1694: It is a flower: name = lztklrsuxlbjtovyfbcs, type = 2
1695: It is a tree: name = aesuguyifcdfkpicaocg, age = 1624706331
1696: It is a tree: name = uozdxjnldodevvrvwzkw, age = 1270477128
1697: It is a flower: name = irzwftnqwkcljbmicrtu, type = 3
1698: It is a bush: name = roxvopezewdzwgwrazde, flowering month = 10
1699: It is a tree: name = tavoukkeitmidllhkfdg, age = 107594305
1700: It is a bush: name = ncuvquxbbnmfunwldijk, flowering month = 9
1701: It is a flower: name = aaqqzbpzxoroshgdfbie, type = 2
1702: It is a tree: name = sepyfszutdokcwfqfifa, age = 1662608218
1703: It is a bush: name = gmszjiphiwndueyekwuo, flowering month = 3
1704: It is a bush: name = qjkjgiszgqcckjwjbcoi, flowering month = 2
1705: It is a bush: name = feoqjmohwpgifhepupvq, flowering month = 3
1706: It is a bush: name = igqaqbdxcsuzfveqrlyv, flowering month = 5
1707: It is a bush: name = hhdiknpjhteljjekploz, flowering month = 8
1708: It is a flower: name = srkmwaicpaquxjjkdbcy, type = 3
1709: It is a bush: name = zoqeubeszmgulhrsvymj, flowering month = 12
1710: It is a tree: name = ylirwjchtitydfomwepf, age = 2055465826
1711: It is a flower: name = lyxjwtoarvevxlbwroum, type = 2
1712: It is a flower: name = eovciozwusqviiyvczkv, type = 1
1713: It is a flower: name = ovdfgxhclewatyvjulao, type = 2
1714: It is a tree: name = vfmlgnbayhryxsbfwqib, age = 335702905
1715: It is a bush: name = qqxwksbezdivvbbteaio, flowering month = 2
1716: It is a flower: name = dizzhxaipocjsylgxwnj, type = 2
1717: It is a flower: name = nxkdkzvrmmacptazqhef, type = 1
1718: It is a bush: name = vogmpcpccshzhpmdoedw, flowering month = 11
1719: It is a bush: name = igysmfgxlevsebyisezv, flowering month = 2
1720: It is a tree: name = lndckycsihzhxixlklgr, age = 107604078
1721: It is a tree: name = ridzwgbpiergbhkcpfzf, age = 233866116
1722: It is a tree: name = gahskfynnfepzsxeyksw, age = 1637682965
1723: It is a flower: name = krrpnhjgsueubbaywjzr, type = 1
1724: It is a bush: name = ubpqrizgpkyafzajixaq, flowering month = 4
1725: It is a tree: name = dardpjbzfvouogxrbkty, age = 1762994192
1726: It is a tree: name = xfhfstguwtawvqaakpwg, age = 2084593010
1727: It is a bush: name = ckvbonoumznrdtyyphot, flowering month = 6
1728: It is a tree: name = ymacecleoewqxzakkios, age = 101285908
1729: It is a flower: name = ualhhychgckgepskfydn, type = 2
1730: It is a bush: name = ezmxotzfkoewbvygntgk, flowering month = 2
1731: It is a bush: name = djykyjdyqhavvcrmnviw, flowering month = 2
1732: It is a flower: name = toarobkljmypzdwvwyqj, type = 3
1733: It is a tree: name = kijevnltcumwukuaxxht, age = 862248252
1734: It is a tree: name = msmdhyvkdjwvveiarlad, age = 1366531088
1735: It is a tree: name = hwlionbckglovfnvevty, age = 491310570
1736: It is a tree: name = upphoweuxiyqxlpmdvev, age = 585732957
1737: It is a tree: name = hzibvthtwlwfshqinkre, age = 1937887011
1738: It is a flower: name = nyeqbcblrtajdqrdhhzj, type = 3
1739: It is a bush: name = sdrbisjrwfrftymjoqzs, flowering month = 8
1740: It is a bush: name = pzvfvnegahfmgoridrmy, flowering month = 6
1741: It is a bush: name = jyghxvfmpnrwkxoljmzd, flowering month = 1
1742: It is a bush: name = gipqcupdawonkizkgngg, flowering month = 9
1743: It is a tree: name = wvbpbxnshojxfkvurqsk, age = 1860588418
1744: It is a bush: name = qmtpfreylzvfsnkoawqu, flowering month = 7
1745: It is a tree: name = jjqzoxxhznvxxjkdtzol, age = 1633239478
1746: It is a flower: name = lfysvikioqbjspvyfbaz, type = 1
1747: It is a tree: name = qqniugwsuqzoqcyyppjc, age = 197072134
1748: It is a tree: name = yxzrrkoiewsxsdgzivfa, age = 1033790104
1749: It is a tree: name = pmsharufhgcynthtflfp, age = 274952598
1750: It is a flower: name = rnvjzwapkkhnxrflecnb, type = 2
1751: It is a tree: name = xuqfiknrnefxwblytnya, age = 1896353054
1752: It is a tree: name = dnuvdwiwaouolpmerlbi, age = 1401186581
1753: It is a tree: name = yafpvztysucklnmkpdfz, age = 610096001
1754: It is a tree: name = ucfyakjpmonwlfwcitfm, age = 1411035268
1755: It is a flower: name = gscfrooqylvfwxganblu, type = 3
1756: It is a flower: name = izlhsfczzqlncpbdjmpb, type = 1
1757: It is a bush: name = jbsxdqovtubmegwydzav, flowering month = 1
1758: It is a flower: name = gmbzgtpxpuchunkdsxkk, type = 2
1759: It is a tree: name = iqpdcuezoacckvpcjner, age = 775724620
1760: It is a tree: name = bonkkjgzxakpbknzmafr, age = 760607910
1761: It is a bush: name = hosmioummntdhsxijobn, flowering month = 4
1762: It is a tree: name = fwrjvxqiatjjdmrmqytz, age = 441595195
1763: It is a tree: name = svtqtsfytqxcruardfqb, age = 431974669
1764: It is a tree: name = tiwrfroixwglubvjmdre, age = 257132765
1765: It is a bush: name = ifyvjmejuygscsgsernl, flowering month = 1
1766: It is a tree: name = ekrsrbcdoarezoynwhst, age = 550559317
1767: It is a flower: name = mqnzgdaaewtodngdiixg, type = 3
1768: It is a bush: name = gvdpcegzhighhqjxfhqk, flowering month = 4
1769: It is a bush: name = fjyfqqgtuqjbkkrrjzmj, flowering month = 1
1770: It is a bush: name = mrqvrdvjxsqgyebvqmmn, flowering month = 8
1771: It is a bush: name = ljetaoqqjwwnwuugpumh, flowering month = 5
1772: It is a flower: name = rtvbqdqcfdqorutuwddp, type = 3
1773: It is a bush: name = kyutryupoehrnwexdudu, flowering month = 1
1774: It is a bush: name = uwiqpkhxhsueotvnrkzr, flowering month = 12
1775: It is a bush: name = soghgsjggrgywgzcupjf, flowering month = 6
1776: It is a bush: name = bmpqnrealdawzmdanaqs, flowering month = 11
1777: It is a flower: name = xhysdtpzgwttyrlnrttg, type = 3
1778: It is a tree: name = bvlsuwisilsylodupefd, age = 1220484548
1779: It is a bush: name = bgoarmvqgdgbjopnrnul, flowering month = 7
1780: It is a tree: name = yseuadvhavmiuqnyacbn, age = 1306551682
1781: It is a tree: name = wnqzvejmiylzdxhqltcn, age = 1875670217
1782: It is a flower: name = ijmdcwowveoawlqmmlly, type = 1
1783: It is a flower: name = smmtvoggaxbngjqauomt, type = 2
1784: It is a flower: name = zxarsniuesgdsxvuhimz, type = 2
1785: It is a flower: name = mbvwcsqcfxxizprvabzj, type = 3
1786: It is a bush: name = fjrjrnkmbkbxjiixqakc, flowering month = 2
1787: It is a flower: name = xnkzvsqhzjzfultdvbvi, type = 1
1788: It is a bush: name = wokhpevujdrfjejfuwet, flowering month = 9
1789: It is a flower: name = kjzelyvnzrsbbhvlkhev, type = 1
1790: It is a bush: name = aaaaxnkbxbpfairkkrho, flowering month = 8
1791: It is a tree: name = mmbdpvakxrjflcgapknw, age = 2146559217
1792: It is a tree: name = mkfjwzbxhusbskcuyaid, age = 1173992152
1793: It is a bush: name = irzgogxupjfyuonvaktt, flowering month = 6
1794: It is a tree: name = lnawbfvmcbslfnnaxkfk, age = 1273718102
1795: It is a tree: name = pvielelwxodmymnpxjzu, age = 690320662
1796: It is a tree: name = ryatttevxohcyccjpzkk, age = 88383995
1797: It is a tree: name = dugcanvgtgpbparcckgm, age = 2021303463
1798: It is a flower: name = moechlvnzbykrqgeqwou, type = 3
1799: It is a bush: name = bxuudngcwdtroytkaxkz, flowering month = 8
1800: It is a bush: name = igrnreetxulzdikhxyql, flowering month = 11
1801: It is a flower: name = giymzwfpbkascahlcfnh, type = 2
1802: It is a bush: name = cdibkmxemfwnhkackiqt, flowering month = 1
1803: It is a tree: name = neguvriajrqslmifimvj, age = 1779152809
1804: It is a flower: name = tnedrpainsmhiaukcnor, type = 3
1805: It is a flower: name = zfnkdgvmgjyedshlhrby, type = 1
1806: It is a flower: name = pzveytaktezylbuztegu, type = 1
1807: It is a flower: name = ntlqybowauzsorbzemph, type = 2
1808: It is a flower: name = wedhlrxbroumlxdrzdpd, type = 3
1809: It is a tree: name = wujtambprqabteifqthg, age = 261320745
1810: It is a flower: name = vnqybugsnuyyfjlxcfkp, type = 1
1811: It is a tree: name = pvyqhxtjdvysjrsauupw, age = 1553324667
1812: It is a flower: name = tfkkuqccbrknpdhqeauq, type = 3
1813: It is a tree: name = uweljywlbhjbwbarpcmy, age = 929209974
1814: It is a flower: name = coybysmfpkxcoiukmyxr, type = 1
1815: It is a tree: name = jetpknhgzvrikrqwkbzl, age = 1636643280
1816: It is a flower: name = wauqbledvkuiqpufpfiq, type = 2
1817: It is a bush: name = jqicwneirgxpftahiebn, flowering month = 3
1818: It is a tree: name = qnzrodjzskumuwdlrvaj, age = 1100610437
1819: It is a bush: name = bejhvezcwraaarcvfnpc, flowering month = 11
1820: It is a tree: name = collpdlakcuofuuowsmp, age = 1918180887
1821: It is a flower: name = sckocjjpgxextbawnbkd, type = 3
1822: It is a flower: name = rhxlkbqbvrzwrhsufydk, type = 3
1823: It is a bush: name = gslzuwhrdrevlfqfzybx, flowering month = 7
1824: It is a bush: name = gjrailauvxzkqucxtkgh, flowering month = 7
1825: It is a tree: name = fhczelxwsxcatyhavfes, age = 690079671
1826: It is a tree: name = nhcchpbnazhqdpcmlhax, age = 2100348199
1827: It is a flower: name = cnxcjcxpoplybchodwio, type = 2
1828: It is a tree: name = swvzwqhpoxyrvyhuzcox, age = 588283839
1829: It is a tree: name = imhgtedmllkjctyzcary, age = 49767337
1830: It is a tree: name = wdlocdxuffitmidyqdrw, age = 2070114180
1831: It is a flower: name = gtempbteuotdsyjdseaw, type = 3
1832: It is a tree: name = oadcpxotbxtbmiyqxtau, age = 1367598801
1833: It is a bush: name = jwxdmsyyxhplzusczyqc, flowering month = 11
1834: It is a bush: name = uagisjisczqtrmwzmall, flowering month = 10
1835: It is a bush: name = sjsrwknjjnizytqctpdy, flowering month = 11
1836: It is a tree: name = dmdgmgtjfpszcenhqawq, age = 846881334
1837: It is a bush: name = yxuddxscaeewjnnebhvl, flowering month = 8
1838: It is a tree: name = vugjltyblwttmrgorvah, age = 211037165
1839: It is a tree: name = sgkrpavtqfokclmlvlfb, age = 1429817622
1840: It is a tree: name = gitmrefowuahetpjpgvg, age = 667128073
1841: It is a bush: name = ieppcwuakiclkicfpmsq, flowering month = 6
1842: It is a bush: name = vcivkrnbfywscxuaogkx, flowering month = 3
1843: It is a flower: name = dujjvnyribzcktnvywlx, type = 3
1844: It is a flower: name = jutqzvdmonijhcqtfjwx, type = 1
1845: It is a bush: name = nhxjbhefizftozgdeuyo, flowering month = 4
1846: It is a bush: name = gjwbqzznllpgvhsoctnv, flowering month = 8
1847: It is a flower: name = kkfjxnimudgpcawrsnka, type = 2
1848: It is a flower: name = ocxxbuccdrnncqzvnerx, type = 2
1849: It is a flower: name = vymbgbdbmunxceupqqjm, type = 1
1850: It is a tree: name = nwlnsmlxecbohonqgzft, age = 1823303727
1851: It is a tree: name = tnxhljmzqyzgibohnrfj, age = 2122515882
1852: It is a bush: name = zbrvtnxsonfbizpkgiqm, flowering month = 2
1853: It is a tree: name = hdkdmetpukzkoykgdapr, age = 825517883
1854: It is a flower: name = enwmzntsuuhmjeluqqxu, type = 1
1855: It is a flower: name = ughwbjlwsvragtbucnhe, type = 1
1856: It is a tree: name = zsxnykqirgmguijmgznl, age = 1340685706
1857: It is a flower: name = geqlhrjloytmjzjpshhy, type = 1
1858: It is a tree: name = cppanyktivtuhbndzdri, age = 855408673
1859: It is a bush: name = fvhwdyixqvwkgasjzfsk, flowering month = 7
1860: It is a tree: name = rkdqrldslokwkvwccmwg, age = 683356424
1861: It is a flower: name = fqhcmbgdnnjrapnfraqm, type = 2
1862: It is a flower: name = xyymmftmncoattvwfpst, type = 1
1863: It is a tree: name = lytkdgxdwhzsfvniilsm, age = 1299125266
1864: It is a bush: name = hezbjyetzxjqopasvaol, flowering month = 3
1865: It is a flower: name = rtoxeytgzypcjtfzgvlu, type = 3
1866: It is a flower: name = qumuwijdbsuuxtdvcwct, type = 1
1867: It is a flower: name = busjaakudmajhchtmtgm, type = 1
1868: It is a bush: name = trhacktaurmqaeuaejsn, flowering month = 7
1869: It is a flower: name = qkjqjigbcnmfkhnonzwk, type = 1
1870: It is a flower: name = cftyvkfgzowbdnsxzyak, type = 2
1871: It is a bush: name = sbhgkrqsrqgpnxpwkjro, flowering month = 7
1872: It is a tree: name = ikfigahwquzfkhzlpnbf, age = 172778633
1873: It is a flower: name = mjeqrgrgcwqupsfbtoaw, type = 2
1874: It is a flower: name = hwutkrvjtqzjclsvpgpx, type = 1
1875: It is a tree: name = slcsppufoxtbgtbvovsu, age = 1332821886
1876: It is a bush: name = mwadcldhpzsmyjpnnort, flowering month = 6
1877: It is a tree: name = zlmtijwuqqlynsywuuax, age = 715610370
1878: It is a tree: name = cnimrvlpklclwlfnjkwm, age = 1667082408
1879: It is a flower: name = baxydbbwjcdqrjpxsgxp, type = 3
1880: It is a tree: name = tnfmpcwuenitwbjcizfr, age = 1571271821
1881: It is a bush: name = enyynphqbxdjclzxtyfv, flowering month = 10
1882: It is a bush: name = hcvvghtdhkxjsfngzmcq, flowering month = 9
1883: It is a bush: name = udydgmdqnumeclmgxzfg, flowering month = 2
1884: It is a flower: name = nfpvguspxxoypcmtqwfm, type = 1
1885: It is a bush: name = rymlveyrnlpgnksacusm, flowering month = 12
1886: It is a bush: name = xoavmsikhswzncstkexz, flowering month = 12
1887: It is a flower: name = xhvqgdvjkbtjyxbqgktq, type = 1
1888: It is a bush: name = wexutuoknqqkhxcjxyrv, flowering month = 12
1889: It is a tree: name = vczzvvxjqbuvcuftobwc, age = 2142017370
1890: It is a bush: name = qctqzlarphqhoxnbkpid, flowering month = 3
1891: It is a tree: name = tyxizfkzljdotcskgvqk, age = 1747421127
1892: It is a flower: name = zsntqqpeqbnddohempgm, type = 2
1893: It is a bush: name = mmovpudqfvlyaxwhboty, flowering month = 3
1894: It is a flower: name = pygffcyaexnqjrfglpzx, type = 1
1895: It is a bush: name = irbhwwtbsssdhlejfkbw, flowering month = 8
1896: It is a tree: name = tqfphxbypmsuqezcxlkc, age = 728023728
1897: It is a tree: name = iujxpoosioaftqsdaxmi, age = 811686624
1898: It is a flower: name = npgadoudexaninrdtvez, type = 3
1899: It is a flower: name = bkvcmwuixifnuvvukora, type = 2
1900: It is a bush: name = xbchekvskbraaqnfqcuy, flowering month = 10
1901: It is a bush: name = elketlghslkriqfbozkl, flowering month = 2
1902: It is a tree: name = lnlsovmtcyosiflogdmy, age = 632185574
1903: It is a flower: name = phifojtetwnkzsfqjkab, type = 1
1904: It is a flower: name = zksexetjxehhwmutmlml, type = 1
1905: It is a bush: name = bvrilimmproppqzqentu, flowering month = 11
1906: It is a tree: name = bxmduewxmglpxatxueuc, age = 1811129246
1907: It is a tree: name = jwsryepojljootvnuklm, age = 1461888239
1908: It is a bush: name = dotbznulhdglqpsozsht, flowering month = 10
1909: It is a tree: name = djjanhzlbwqcvucedtmj, age = 396605613
1910: It is a tree: name = ajyvoeayxdwmktbjdiyb, age = 920748045
1911: It is a bush: name = kereaunoemmjofxppopn, flowering month = 5
1912: It is a flower: name = meynutxoaeegirfmkqwq, type = 1
1913: It is a flower: name = vhcadgzbamrtowlhxwbl, type = 3
1914: It is a tree: name = mazvguxazpykdrmjrorp, age = 1329233310
1915: It is a tree: name = rqvutftxuosjobuhdyxl, age = 1177388510
1916: It is a bush: name = gxqhmucyubsopmyhzlpx, flowering month = 8
1917: It is a tree: name = fixabbrntvsrfkdthvix, age = 975057768
1918: It is a tree: name = rdlpaytqgbixldpgktty, age = 1084344312
1919: It is a flower: name = degrgjjubhrfkavvpucw, type = 3
1920: It is a tree: name = uskwwhilhlqxotanuvcm, age = 1139214350
1921: It is a flower: name = nzatqcfcpdnmycerbwjq, type = 1
1922: It is a tree: name = slkvnvuypoaibylzohmq, age = 949509886
1923: It is a flower: name = fezrhkoeqbayxshddlur, type = 1
1924: It is a tree: name = umxkdvirburuhsqwrjch, age = 556198892
1925: It is a bush: name = zetbgzgywrvshxkazafd, flowering month = 6
1926: It is a tree: name = pfmoxjhflihbusrdgypq, age = 2058699331
1927: It is a tree: name = hbvmypzjwouvmxkuulxd, age = 1939887976
1928: It is a bush: name = oklgqxdjqkxpclguxzqu, flowering month = 3
1929: It is a flower: name = eeaktnuprugxpvdbiibv, type = 3
1930: It is a tree: name = xjlathsqmfkwtspcldjw, age = 919081549
1931: It is a bush: name = aztxxzkisnlbmjgqgbvz, flowering month = 11
1932: It is a tree: name = oursigsznyebqrpitbci, age = 1772942617
1933: It is a tree: name = ngbjlbsudyjqfrdfjpgg, age = 1527334686
1934: It is a tree: name = vmamuphogtixrokrrxfd, age = 1602063996
1935: It is a flower: name = rornozfswrvgewypovqi, type = 1
1936: It is a tree: name = qilyimofjvudftdwncjo, age = 1255496861
1937: It is a flower: name = hmptthhxdodoenjtzjru, type = 3
1938: It is a flower: name = wahzokbcdgzqwfliptbe, type = 3
1939: It is a tree: name = bzjxwqffqxbibybibtnb, age = 1101827949
1940: It is a bush: name = npsgjgpmwdfuksmbpfqf, flowering month = 7
1941: It is a bush: name = hpedfqmatoogppeohajr, flowering month = 11
1942: It is a flower: name = sznyilosinhexiobpvcu, type = 2
1943: It is a tree: name = psguhvpmprrlrpavseuc, age = 757716710
1944: It is a tree: name = czsjvthiychgbvnjickm, age = 684668048
1945: It is a bush: name = rlyscneivljuqgabbxwt, flowering month = 3
1946: It is a tree: name = ozoldrnerzjavamditnu, age = 544464086
1947: It is a flower: name = hbbcemnbsebfphecoayu, type = 1
1948: It is a flower: name = zxtccpooiliubhhfmjdp, type = 2
1949: It is a bush: name = evxopgpljhgalljgdyao, flowering month = 7
1950: It is a bush: name = kbsnlytgngxsfldfxltm, flowering month = 11
1951: It is a bush: name = uqfdktmsjnvkrvsdnmsd, flowering month = 1
1952: It is a flower: name = kauoizeliibvhnhefgay, type = 3
1953: It is a bush: name = xwzmregohyhoeivvbpit, flowering month = 10
1954: It is a bush: name = iskpruzwzwbjzdzicfem, flowering month = 1
1955: It is a bush: name = fbejvhiuocyrvgkevhix, flowering month = 1
1956: It is a flower: name = zfhynixhkjssppvslobc, type = 3
1957: It is a flower: name = uyglnawrxrnqjaxnpqqj, type = 1
1958: It is a flower: name = souvmmuflxwvmcijoyax, type = 2
1959: It is a tree: name = wvllsqiviingpcowyesd, age = 1057245510
1960: It is a flower: name = ejramlohuwesbulctivz, type = 1
1961: It is a tree: name = exxwcfnkojiqzkwgfqzs, age = 1199955736
1962: It is a tree: name = gocyfgfltsocbsamlvlr, age = 83606294
1963: It is a bush: name = pvpfeligcsxguitftpai, flowering month = 7
1964: It is a bush: name = qnnqosneywbvvgsfpxkf, flowering month = 6
1965: It is a flower: name = efqdfezeqzveljoivhsy, type = 3
1966: It is a flower: name = ozchqzuoqrpyvrjfmpin, type = 1
1967: It is a flower: name = xhhopxeojqqdlzgsmfgy, type = 2
1968: It is a bush: name = yvsudwmcxuywjnewqoop, flowering month = 1
1969: It is a bush: name = cwfugmcnhibswdtcqjcq, flowering month = 2
1970: It is a flower: name = evzcglpvwazislynowzh, type = 3
1971: It is a tree: name = acgqxnxslmfgqtcdajgq, age = 233560121
1972: It is a bush: name = hhwydebwglmpzaddyxdw, flowering month = 10
1973: It is a bush: name = qesxwddvijpjnbxadrso, flowering month = 8
1974: It is a bush: name = wggoezfbzfkjehxalfgu, flowering month = 1
1975: It is a tree: name = aerzzrhusfgcxbhhauiw, age = 792910803
1976: It is a bush: name = spvobtnkiqnpnageubpj, flowering month = 6
1977: It is a tree: name = fiiofduocwxsybnsmtmn, age = 741403659
1978: It is a tree: name = cugcbplgwrbmqofftwhs, age = 1304494015
